dynamic_design,sample,outcome,outcome_interpretation,specification,estimator,inference,term_name,estimate,se,test_statistic,pvalue,ci_low,ci_high,stars,dof_reference,nobs,r_squared_within_absorbed_fe,seller_clusters,transition_clusters,fixed_effects,exposure_variable,mean_market_size_reference,median_market_size_reference,implied_rank_position_shift_mean_market,implied_rank_position_shift_median_market,interpretation_note,price_measure,star_form,positive_review_form,price_control_definition,star_control_definition,positive_review_control_definition,role,lag_rank_tier,tier_rule,tier_observations,tier_sellers,tier_transitions,tier_fba_observations,tier_nonfba_observations,tier_fba_share,tier_thin_fba_support_flag,tier_exposed_observations,tier_share_exposed,tier_mean_lag_rank_pct,rank_tier_status,row_numerical_pathology_flag,row_interpretation_status
seller_fe_transition_fe_reference_above_turnover_exposure,continuing_seller_transitions,rank_pct_improvement,positive values mean upward movement in rank_pct,split_price_categorical_stars,within_ols_absorbing_seller_and_transition_fe,two_way_seller_transition_clustered,fba_x_dropouts_above,0.001472035702804667,0.0031018693439470945,0.47456405785664646,0.6368204668286785,-0.004732626790065508,0.007676698195674842,,60,2456,0.2829157261213825,67,61,seller_id and transition_id,dropouts_above,82.37096774193549,80.0,0.11978096968789588,0.11629082052156868,"Effect of one additional dropout above for FBA sellers relative to non-FBA sellers, after seller and transition fixed effects.",split_price,categorical_stars,positive_reviews_included,product price plus shipping price separately,"star rating entered as category indicators, 4.5-star reference",positive-review percentage included,categorical_star_sensitivity,middle_50pct,0.25 < lag_rank_pct <= 0.75,2456,67,61,228,2228,0.09283387622149837,False,865,0.3521986970684039,0.5011272249554013,estimated,False,interpreted
seller_fe_transition_fe_reference_above_turnover_exposure,continuing_seller_transitions,rank_pct_improvement,positive values mean upward movement in rank_pct,split_price_categorical_stars_no_positive_reviews,within_ols_absorbing_seller_and_transition_fe,two_way_seller_transition_clustered,fba_x_dropouts_above,0.0015994061866272382,0.003127715926206186,0.5113655537660238,0.6109718969826066,-0.004656957168442309,0.007855769541696787,,60,2456,0.28194344326735754,67,61,seller_id and transition_id,dropouts_above,82.37096774193549,80.0,0.13014522921829705,0.12635308874355183,"Effect of one additional dropout above for FBA sellers relative to non-FBA sellers, after seller and transition fixed effects.",split_price,categorical_stars,positive_reviews_dropped,product price plus shipping price separately,"star rating entered as category indicators, 4.5-star reference",positive-review percentage excluded to test sensitivity to the highly collinear reputation proxy,positive_review_exclusion_sensitivity,middle_50pct,0.25 < lag_rank_pct <= 0.75,2456,67,61,228,2228,0.09283387622149837,False,865,0.3521986970684039,0.5011272249554013,estimated,False,interpreted
seller_fe_transition_fe_reference_above_turnover_exposure,continuing_seller_transitions,rank_pct_improvement,positive values mean upward movement in rank_pct,total_price_linear_stars,within_ols_absorbing_seller_and_transition_fe,two_way_seller_transition_clustered,fba_x_dropouts_above,0.0015842192007054,0.003071851503650026,0.5157212836698011,0.6079443085214065,-0.004560398671596977,0.007728837073007777,,60,2456,0.27903584951528604,67,61,seller_id and transition_id,dropouts_above,82.37096774193549,80.0,0.12890944947675392,0.1251533168557266,"Effect of one additional dropout above for FBA sellers relative to non-FBA sellers, after seller and transition fixed effects.",total_price,linear_stars,positive_reviews_included,total reconstructed buyer-facing price,star rating entered linearly,positive-review percentage included,parallel_total_price_sensitivity,middle_50pct,0.25 < lag_rank_pct <= 0.75,2456,67,61,228,2228,0.09283387622149837,False,865,0.3521986970684039,0.5011272249554013,estimated,False,interpreted
seller_fe_transition_fe_reference_above_turnover_exposure,continuing_seller_transitions,rank_pct_improvement,positive values mean upward movement in rank_pct,total_price_linear_stars_no_positive_reviews,within_ols_absorbing_seller_and_transition_fe,two_way_seller_transition_clustered,fba_x_dropouts_above,0.001688946001044187,0.003071864165563115,0.5498114206930045,0.5844896132403274,-0.004455697198855364,0.007833589200943738,,60,2456,0.2775464779969805,67,61,seller_id and transition_id,dropouts_above,82.37096774193549,80.0,0.1374311705688375,0.13342673408249078,"Effect of one additional dropout above for FBA sellers relative to non-FBA sellers, after seller and transition fixed effects.",total_price,linear_stars,positive_reviews_dropped,total reconstructed buyer-facing price,star rating entered linearly,positive-review percentage excluded to test sensitivity to the highly collinear reputation proxy,positive_review_exclusion_sensitivity,middle_50pct,0.25 < lag_rank_pct <= 0.75,2456,67,61,228,2228,0.09283387622149837,False,865,0.3521986970684039,0.5011272249554013,estimated,False,interpreted
seller_fe_transition_fe_reference_above_turnover_exposure,continuing_seller_transitions,rank_pct_improvement,positive values mean upward movement in rank_pct,total_price_categorical_stars,within_ols_absorbing_seller_and_transition_fe,two_way_seller_transition_clustered,fba_x_dropouts_above,0.0016035812305772636,0.003096859497820582,0.5178088420562139,0.6064957195817984,-0.004591060077997421,0.007798222539151948,,60,2456,0.28042815109336405,67,61,seller_id and transition_id,dropouts_above,82.37096774193549,80.0,0.13048495658487574,0.12668291721560382,"Effect of one additional dropout above for FBA sellers relative to non-FBA sellers, after seller and transition fixed effects.",total_price,categorical_stars,positive_reviews_included,total reconstructed buyer-facing price,"star rating entered as category indicators, 4.5-star reference",positive-review percentage included,parallel_total_price_sensitivity,middle_50pct,0.25 < lag_rank_pct <= 0.75,2456,67,61,228,2228,0.09283387622149837,False,865,0.3521986970684039,0.5011272249554013,estimated,False,interpreted
seller_fe_transition_fe_reference_above_turnover_exposure,continuing_seller_transitions,rank_pct_improvement,positive values mean upward movement in rank_pct,total_price_categorical_stars_no_positive_reviews,within_ols_absorbing_seller_and_transition_fe,two_way_seller_transition_clustered,fba_x_dropouts_above,0.0013370534745401163,0.0,,,0.0013370534745401163,0.0013370534745401163,,60,2456,-1.395674687342196e+29,67,61,seller_id and transition_id,dropouts_above,82.37096774193549,80.0,0.10879733514604657,0.1056272244886692,"Effect of one additional dropout above for FBA sellers relative to non-FBA sellers, after seller and transition fixed effects.",total_price,categorical_stars,positive_reviews_dropped,total reconstructed buyer-facing price,"star rating entered as category indicators, 4.5-star reference",positive-review percentage excluded to test sensitivity to the highly collinear reputation proxy,positive_review_exclusion_sensitivity,middle_50pct,0.25 < lag_rank_pct <= 0.75,2456,67,61,228,2228,0.09283387622149837,False,865,0.3521986970684039,0.5011272249554013,estimated,True,not_interpreted_numerical_pathology
seller_fe_transition_fe_reference_above_turnover_exposure,continuing_seller_transitions,rank_pct_improvement,positive values mean upward movement in rank_pct,split_price_linear_stars,within_ols_absorbing_seller_and_transition_fe,two_way_seller_transition_clustered,fba_x_dropouts_above,0.001628528086501516,0.0010533652787921074,1.5460240804300547,0.12997474860225,-0.0005004025554683187,0.003757458728471351,,40,1244,0.04891413454553706,41,61,seller_id and transition_id,dropouts_above,82.37096774193549,80.0,0.1325149063935508,0.12865371883361976,"Effect of one additional dropout above for FBA sellers relative to non-FBA sellers, after seller and transition fixed effects.",split_price,linear_stars,positive_reviews_included,product price plus shipping price separately,star rating entered linearly,positive-review percentage included,headline_price_decomposition,bottom_25pct,lag_rank_pct > 0.75,1244,41,61,12,1232,0.00964630225080386,True,630,0.5064308681672026,0.8784123291908406,estimated,False,interpreted_with_thin_fba_support_caution
seller_fe_transition_fe_reference_above_turnover_exposure,continuing_seller_transitions,rank_pct_improvement,positive values mean upward movement in rank_pct,split_price_linear_stars_no_positive_reviews,within_ols_absorbing_seller_and_transition_fe,two_way_seller_transition_clustered,fba_x_dropouts_above,0.0015889604304484,0.00103926564962498,1.5289261518667319,0.13415309656076868,-0.0005114737979993091,0.003689394658896109,,40,1244,0.047544157548171095,41,61,seller_id and transition_id,dropouts_above,82.37096774193549,80.0,0.12929524792922867,0.1255278740054236,"Effect of one additional dropout above for FBA sellers relative to non-FBA sellers, after seller and transition fixed effects.",split_price,linear_stars,positive_reviews_dropped,product price plus shipping price separately,star rating entered linearly,positive-review percentage excluded to test sensitivity to the highly collinear reputation proxy,positive_review_exclusion_sensitivity,bottom_25pct,lag_rank_pct > 0.75,1244,41,61,12,1232,0.00964630225080386,True,630,0.5064308681672026,0.8784123291908406,estimated,False,interpreted_with_thin_fba_support_caution
seller_fe_transition_fe_reference_above_turnover_exposure,continuing_seller_transitions,rank_pct_improvement,positive values mean upward movement in rank_pct,split_price_categorical_stars,within_ols_absorbing_seller_and_transition_fe,two_way_seller_transition_clustered,fba_x_dropouts_above,0.0016282243378838031,0.0010553277856858887,1.5428612417568177,0.13073967491016614,-0.0005046726784723597,0.003761121354239966,,40,1244,0.04897117175495502,41,61,seller_id and transition_id,dropouts_above,82.37096774193549,80.0,0.1324901900745772,0.12862972269282044,"Effect of one additional dropout above for FBA sellers relative to non-FBA sellers, after seller and transition fixed effects.",split_price,categorical_stars,positive_reviews_included,product price plus shipping price separately,"star rating entered as category indicators, 4.5-star reference",positive-review percentage included,categorical_star_sensitivity,bottom_25pct,lag_rank_pct > 0.75,1244,41,61,12,1232,0.00964630225080386,True,630,0.5064308681672026,0.8784123291908406,estimated,False,interpreted_with_thin_fba_support_caution
seller_fe_transition_fe_reference_above_turnover_exposure,continuing_seller_transitions,rank_pct_improvement,positive values mean upward movement in rank_pct,split_price_categorical_stars_no_positive_reviews,within_ols_absorbing_seller_and_transition_fe,two_way_seller_transition_clustered,fba_x_dropouts_above,0.0015918872419032723,0.0010393898078219798,1.531559411034672,0.1335026499891392,-0.0005087979196208977,0.0036925724034274424,,40,1244,0.04758954479990274,41,61,seller_id and transition_id,dropouts_above,82.37096774193549,80.0,0.1295334054097098,0.12575909211035852,"Effect of one additional dropout above for FBA sellers relative to non-FBA sellers, after seller and transition fixed effects.",split_price,categorical_stars,positive_reviews_dropped,product price plus shipping price separately,"star rating entered as category indicators, 4.5-star reference",positive-review percentage excluded to test sensitivity to the highly collinear reputation proxy,positive_review_exclusion_sensitivity,bottom_25pct,lag_rank_pct > 0.75,1244,41,61,12,1232,0.00964630225080386,True,630,0.5064308681672026,0.8784123291908406,estimated,False,interpreted_with_thin_fba_support_caution
seller_fe_transition_fe_reference_above_turnover_exposure,continuing_seller_transitions,rank_pct_improvement,positive values mean upward movement in rank_pct,total_price_linear_stars,within_ols_absorbing_seller_and_transition_fe,two_way_seller_transition_clustered,fba_x_dropouts_above,0.0016136016629264209,0.001053223781556643,1.5320596545413654,0.1333793705554085,-0.0005150430024630204,0.003742246328315862,,40,1244,0.04882749548948906,41,61,seller_id and transition_id,dropouts_above,82.37096774193549,80.0,0.13130032886231927,0.12747453137118725,"Effect of one additional dropout above for FBA sellers relative to non-FBA sellers, after seller and transition fixed effects.",total_price,linear_stars,positive_reviews_included,total reconstructed buyer-facing price,star rating entered linearly,positive-review percentage included,parallel_total_price_sensitivity,bottom_25pct,lag_rank_pct > 0.75,1244,41,61,12,1232,0.00964630225080386,True,630,0.5064308681672026,0.8784123291908406,estimated,False,interpreted_with_thin_fba_support_caution
seller_fe_transition_fe_reference_above_turnover_exposure,continuing_seller_transitions,rank_pct_improvement,positive values mean upward movement in rank_pct,total_price_linear_stars_no_positive_reviews,within_ols_absorbing_seller_and_transition_fe,two_way_seller_transition_clustered,fba_x_dropouts_above,0.0015732627365295843,0.0010391548449715617,1.5139829681231378,0.13789254211953095,-0.0005269475473599699,0.0036734730204191386,,40,1244,0.04744973910438366,41,61,seller_id and transition_id,dropouts_above,82.37096774193549,80.0,0.12801791138373794,0.12428775618583715,"Effect of one additional dropout above for FBA sellers relative to non-FBA sellers, after seller and transition fixed effects.",total_price,linear_stars,positive_reviews_dropped,total reconstructed buyer-facing price,star rating entered linearly,positive-review percentage excluded to test sensitivity to the highly collinear reputation proxy,positive_review_exclusion_sensitivity,bottom_25pct,lag_rank_pct > 0.75,1244,41,61,12,1232,0.00964630225080386,True,630,0.5064308681672026,0.8784123291908406,estimated,False,interpreted_with_thin_fba_support_caution
seller_fe_transition_fe_reference_above_turnover_exposure,continuing_seller_transitions,rank_pct_improvement,positive values mean upward movement in rank_pct,total_price_categorical_stars,within_ols_absorbing_seller_and_transition_fe,two_way_seller_transition_clustered,fba_x_dropouts_above,0.0016134279800226656,0.0010552403024023267,1.528967360656702,0.13414289794052658,-0.0005192922260220268,0.003746148186067358,,40,1244,0.048886072517747126,41,61,seller_id and transition_id,dropouts_above,82.37096774193549,80.0,0.13128619611636047,0.12746081042179058,"Effect of one additional dropout above for FBA sellers relative to non-FBA sellers, after seller and transition fixed effects.",total_price,categorical_stars,positive_reviews_included,total reconstructed buyer-facing price,"star rating entered as category indicators, 4.5-star reference",positive-review percentage included,parallel_total_price_sensitivity,bottom_25pct,lag_rank_pct > 0.75,1244,41,61,12,1232,0.00964630225080386,True,630,0.5064308681672026,0.8784123291908406,estimated,False,interpreted_with_thin_fba_support_caution
seller_fe_transition_fe_reference_above_turnover_exposure,continuing_seller_transitions,rank_pct_improvement,positive values mean upward movement in rank_pct,total_price_categorical_stars_no_positive_reviews,within_ols_absorbing_seller_and_transition_fe,two_way_seller_transition_clustered,fba_x_dropouts_above,0.001576098647333223,0.0010392541896424119,1.516567037247672,0.13723999446431745,-0.0005243124196257444,0.00367650971429219,,40,1244,0.04749433620115873,41,61,seller_id and transition_id,dropouts_above,82.37096774193549,80.0,0.12824867219025984,0.12451179313932462,"Effect of one additional dropout above for FBA sellers relative to non-FBA sellers, after seller and transition fixed effects.",total_price,categorical_stars,positive_reviews_dropped,total reconstructed buyer-facing price,"star rating entered as category indicators, 4.5-star reference",positive-review percentage excluded to test sensitivity to the highly collinear reputation proxy,positive_review_exclusion_sensitivity,bottom_25pct,lag_rank_pct > 0.75,1244,41,61,12,1232,0.00964630225080386,True,630,0.5064308681672026,0.8784123291908406,estimated,False,interpreted_with_thin_fba_support_caution
